assignment_id,teacher_id,teacher_name,class_id,class_name,subject_code,subject_name,periods_per_week,needs_lab
ASSIGN_275,TEACHER_138,Jennifer Thompson,CLASS_023,Grade 9A,SCI,Science,6,True
ASSIGN_276,TEACHER_138,Jennifer Thompson,CLASS_003,Grade 6C,SS,Social Studies,4,False
ASSIGN_277,TEACHER_139,Anthony Nguyen,CLASS_008,Grade 6H,ART,Art,3,False
ASSIGN_278,TEACHER_139,Anthony Nguyen,CLASS_020,Grade 8E,FR,French,3,False
ASSIGN_279,TEACHER_140,Lisa Martin,CLASS_007,Grade 6G,SCI,Science,6,True
ASSIGN_280,TEACHER_140,Lisa Martin,CLASS_016,Grade 8A,HIN,Hindi,4,False
ASSIGN_281,TEACHER_141,Sharon Hill,CLASS_005,Grade 6E,ART,Art,3,False
ASSIGN_282,TEACHER_141,Sharon Hill,CLASS_013,Grade 7E,PE,Physical Education,3,False
ASSIGN_283,TEACHER_142,Betty Martin,CLASS_026,Grade 9D,SCI,Science,6,True
ASSIGN_284,TEACHER_142,Betty Martin,CLASS_025,Grade 9C,HIN,Hindi,4,False
ASSIGN_285,TEACHER_143,Matthew Jackson,CLASS_036,Grade 10G,SS,Social Studies,4,False
ASSIGN_286,TEACHER_143,Matthew Jackson,CLASS_042,Grade 11F,MATH,Mathematics,6,False
ASSIGN_287,TEACHER_144,John Young,CLASS_007,Grade 6G,HIN,Hindi,4,False
ASSIGN_288,TEACHER_144,John Young,CLASS_020,Grade 8E,CS,Computer Science,4,True
ASSIGN_289,TEACHER_145,Nancy Rodriguez,CLASS_011,Grade 7C,HIN,Hindi,4,False
ASSIGN_290,TEACHER_145,Nancy Rodriguez,CLASS_038,Grade 11B,PE,Physical Education,3,False
ASSIGN_291,TEACHER_146,Daniel Allen,CLASS_011,Grade 7C,CS,Computer Science,4,True
ASSIGN_292,TEACHER_146,Daniel Allen,CLASS_024,Grade 9B,SCI,Science,6,True
ASSIGN_293,TEACHER_147,Michael Sanchez,CLASS_017,Grade 8B,CS,Computer Science,4,True
ASSIGN_294,TEACHER_147,Michael Sanchez,CLASS_047,Grade 12D,HIN,Hindi,4,False
ASSIGN_295,TEACHER_148,Michelle Johnson,CLASS_014,Grade 7F,PE,Physical Education,3,False
ASSIGN_296,TEACHER_148,Michelle Johnson,CLASS_042,Grade 11F,SCI,Science,6,True
ASSIGN_297,TEACHER_149,Mark Torres,CLASS_008,Grade 6H,SCI,Science,6,True
ASSIGN_298,TEACHER_149,Mark Torres,CLASS_031,Grade 10B,PE,Physical Education,3,False
ASSIGN_299,TEACHER_150,Timothy Clark,CLASS_009,Grade 7A,MUS,Music,2,False
ASSIGN_300,TEACHER_150,Timothy Clark,CLASS_050,Grade 12G,ENG,English,5,False
ASSIGN_301,TEACHER_151,Sharon Johnson,CLASS_048,Grade 12E,CS,Computer Science,4,True
ASSIGN_302,TEACHER_151,Sharon Johnson,CLASS_046,Grade 12C,ART,Art,3,False
ASSIGN_303,TEACHER_152,Ronald Robinson,CLASS_013,Grade 7E,SS,Social Studies,4,False
ASSIGN_304,TEACHER_152,Ronald Robinson,CLASS_016,Grade 8A,ART,Art,3,False
ASSIGN_305,TEACHER_153,Lisa Ramirez,CLASS_002,Grade 6B,MUS,Music,2,False
ASSIGN_306,TEACHER_153,Lisa Ramirez,CLASS_003,Grade 6C,PE,Physical Education,3,False
ASSIGN_307,TEACHER_154,Helen Ramirez,CLASS_005,Grade 6E,MATH,Mathematics,6,False
ASSIGN_308,TEACHER_154,Helen Ramirez,CLASS_015,Grade 7G,FR,French,3,False
ASSIGN_309,TEACHER_155,Kevin Garcia,CLASS_023,Grade 9A,ART,Art,3,False
ASSIGN_310,TEACHER_155,Kevin Garcia,CLASS_004,Grade 6D,SS,Social Studies,4,False
ASSIGN_311,TEACHER_156,Carol Anderson,CLASS_049,Grade 12F,ART,Art,3,False
ASSIGN_312,TEACHER_156,Carol Anderson,CLASS_002,Grade 6B,CS,Computer Science,4,True
ASSIGN_313,TEACHER_157,Michael Allen,CLASS_031,Grade 10B,SS,Social Studies,4,False
ASSIGN_314,TEACHER_157,Michael Allen,CLASS_049,Grade 12F,PE,Physical Education,3,False
ASSIGN_315,TEACHER_158,Kevin Allen,CLASS_017,Grade 8B,MATH,Mathematics,6,False
ASSIGN_316,TEACHER_158,Kevin Allen,CLASS_047,Grade 12D,ART,Art,3,False
ASSIGN_317,TEACHER_159,Donald Martinez,CLASS_018,Grade 8C,FR,French,3,False
ASSIGN_318,TEACHER_159,Donald Martinez,CLASS_041,Grade 11E,ENG,English,5,False
ASSIGN_319,TEACHER_160,Karen Taylor,CLASS_044,Grade 12A,SCI,Science,6,True
ASSIGN_320,TEACHER_160,Karen Taylor,CLASS_041,Grade 11E,SCI,Science,6,True
ASSIGN_321,TEACHER_161,Edward Martinez,CLASS_030,Grade 10A,SCI,Science,6,True
ASSIGN_322,TEACHER_161,Edward Martinez,CLASS_014,Grade 7F,ENG,English,5,False
ASSIGN_323,TEACHER_162,Nancy Young,CLASS_021,Grade 8F,ART,Art,3,False
ASSIGN_324,TEACHER_162,Nancy Young,CLASS_046,Grade 12C,ENG,English,5,False
ASSIGN_325,TEACHER_163,Nancy Torres,CLASS_017,Grade 8B,ART,Art,3,False
ASSIGN_326,TEACHER_163,Nancy Torres,CLASS_004,Grade 6D,ART,Art,3,False
ASSIGN_327,TEACHER_164,Timothy Lee,CLASS_012,Grade 7D,MATH,Mathematics,6,False
ASSIGN_328,TEACHER_164,Timothy Lee,CLASS_030,Grade 10A,HIN,Hindi,4,False
ASSIGN_329,TEACHER_165,Michael Walker,CLASS_009,Grade 7A,FR,French,3,False
ASSIGN_330,TEACHER_165,Michael Walker,CLASS_028,Grade 9F,CS,Computer Science,4,True
ASSIGN_331,TEACHER_166,Sandra Nguyen,CLASS_042,Grade 11F,CS,Computer Science,4,True
ASSIGN_332,TEACHER_166,Sandra Nguyen,CLASS_006,Grade 6F,SS,Social Studies,4,False
ASSIGN_333,TEACHER_167,Kimberly Jones,CLASS_043,Grade 11G,ART,Art,3,False
ASSIGN_334,TEACHER_167,Kimberly Jones,CLASS_037,Grade 11A,CS,Computer Science,4,True
ASSIGN_335,TEACHER_168,Andrew Williams,CLASS_038,Grade 11B,MATH,Mathematics,6,False
ASSIGN_336,TEACHER_168,Andrew Williams,CLASS_026,Grade 9D,HIN,Hindi,4,False
ASSIGN_337,TEACHER_169,Anthony Jones,CLASS_002,Grade 6B,HIN,Hindi,4,False
ASSIGN_338,TEACHER_169,Anthony Jones,CLASS_035,Grade 10F,MATH,Mathematics,6,False
ASSIGN_339,TEACHER_170,Ronald Hill,CLASS_040,Grade 11D,FR,French,3,False
ASSIGN_340,TEACHER_170,Ronald Hill,CLASS_009,Grade 7A,ART,Art,3,False
ASSIGN_341,TEACHER_171,Laura Nguyen,CLASS_030,Grade 10A,MUS,Music,2,False
ASSIGN_342,TEACHER_171,Laura Nguyen,CLASS_011,Grade 7C,ART,Art,3,False
ASSIGN_343,TEACHER_172,Andrew Torres,CLASS_026,Grade 9D,ENG,English,5,False
ASSIGN_344,TEACHER_172,Andrew Torres,CLASS_043,Grade 11G,HIN,Hindi,4,False
ASSIGN_345,TEACHER_173,Mark Hill,CLASS_022,Grade 8G,SCI,Science,6,True
ASSIGN_346,TEACHER_173,Mark Hill,CLASS_045,Grade 12B,PE,Physical Education,3,False
ASSIGN_347,TEACHER_174,Karen Brown,CLASS_002,Grade 6B,ART,Art,3,False
ASSIGN_348,TEACHER_174,Karen Brown,CLASS_050,Grade 12G,ART,Art,3,False
ASSIGN_349,TEACHER_175,Carol Garcia,CLASS_028,Grade 9F,SCI,Science,6,True
ASSIGN_350,TEACHER_175,Carol Garcia,CLASS_049,Grade 12F,HIN,Hindi,4,False
ASSIGN_351,TEACHER_176,David Thomas,CLASS_045,Grade 12B,SS,Social Studies,4,False
ASSIGN_352,TEACHER_176,David Thomas,CLASS_032,Grade 10C,FR,French,3,False
ASSIGN_353,TEACHER_177,Andrew King,CLASS_015,Grade 7G,CS,Computer Science,4,True
ASSIGN_354,TEACHER_177,Andrew King,CLASS_039,Grade 11C,MUS,Music,2,False
ASSIGN_355,TEACHER_178,Ruth White,CLASS_035,Grade 10F,ENG,English,5,False
ASSIGN_356,TEACHER_178,Ruth White,CLASS_035,Grade 10F,MUS,Music,2,False
ASSIGN_357,TEACHER_179,Paul Perez,CLASS_027,Grade 9E,MUS,Music,2,False
ASSIGN_358,TEACHER_179,Paul Perez,CLASS_046,Grade 12C,SCI,Science,6,True
ASSIGN_359,TEACHER_180,Timothy Perez,CLASS_020,Grade 8E,SS,Social Studies,4,False
ASSIGN_360,TEACHER_180,Timothy Perez,CLASS_023,Grade 9A,FR,French,3,False
ASSIGN_361,TEACHER_181,Robert Scott,CLASS_001,Grade 6A,CS,Computer Science,4,True
ASSIGN_362,TEACHER_181,Robert Scott,CLASS_031,Grade 10B,CS,Computer Science,4,True
ASSIGN_363,TEACHER_182,Anthony Taylor,CLASS_025,Grade 9C,CS,Computer Science,4,True
ASSIGN_364,TEACHER_182,Anthony Taylor,CLASS_037,Grade 11A,SS,Social Studies,4,False
ASSIGN_365,TEACHER_183,Carol Garcia,CLASS_002,Grade 6B,SS,Social Studies,4,False
ASSIGN_366,TEACHER_183,Carol Garcia,CLASS_045,Grade 12B,ENG,English,5,False
ASSIGN_367,TEACHER_184,Donald Martin,CLASS_038,Grade 11B,SS,Social Studies,4,False
ASSIGN_368,TEACHER_184,Donald Martin,CLASS_025,Grade 9C,MATH,Mathematics,6,False
ASSIGN_369,TEACHER_185,William Hill,CLASS_027,Grade 9E,CS,Computer Science,4,True
ASSIGN_370,TEACHER_185,William Hill,CLASS_014,Grade 7F,SS,Social Studies,4,False
ASSIGN_371,TEACHER_186,Donna Scott,CLASS_004,Grade 6D,FR,French,3,False
ASSIGN_372,TEACHER_186,Donna Scott,CLASS_048,Grade 12E,SS,Social Studies,4,False
ASSIGN_373,TEACHER_187,William King,CLASS_030,Grade 10A,ENG,English,5,False
ASSIGN_374,TEACHER_187,William King,CLASS_035,Grade 10F,PE,Physical Education,3,False
ASSIGN_375,TEACHER_188,Kimberly White,CLASS_022,Grade 8G,SS,Social Studies,4,False
ASSIGN_376,TEACHER_188,Kimberly White,CLASS_027,Grade 9E,MATH,Mathematics,6,False
ASSIGN_377,TEACHER_189,Donna Lopez,CLASS_027,Grade 9E,ENG,English,5,False
ASSIGN_378,TEACHER_189,Donna Lopez,CLASS_005,Grade 6E,PE,Physical Education,3,False
ASSIGN_379,TEACHER_190,Kenneth Gonzalez,CLASS_014,Grade 7F,HIN,Hindi,4,False
ASSIGN_380,TEACHER_190,Kenneth Gonzalez,CLASS_046,Grade 12C,MUS,Music,2,False
ASSIGN_381,TEACHER_191,Karen Jones,CLASS_010,Grade 7B,CS,Computer Science,4,True
ASSIGN_382,TEACHER_191,Karen Jones,CLASS_045,Grade 12B,ART,Art,3,False
ASSIGN_383,TEACHER_192,Kimberly Wright,CLASS_025,Grade 9C,MUS,Music,2,False
ASSIGN_384,TEACHER_192,Kimberly Wright,CLASS_015,Grade 7G,ART,Art,3,False
ASSIGN_385,TEACHER_193,David Perez,CLASS_010,Grade 7B,HIN,Hindi,4,False
ASSIGN_386,TEACHER_193,David Perez,CLASS_009,Grade 7A,SCI,Science,6,True
ASSIGN_387,TEACHER_194,Edward Harris,CLASS_006,Grade 6F,HIN,Hindi,4,False
ASSIGN_388,TEACHER_194,Edward Harris,CLASS_035,Grade 10F,SCI,Science,6,True
ASSIGN_389,TEACHER_195,Nancy Flores,CLASS_021,Grade 8F,SS,Social Studies,4,False
ASSIGN_390,TEACHER_195,Nancy Flores,CLASS_022,Grade 8G,ENG,English,5,False
ASSIGN_391,TEACHER_196,Andrew Williams,CLASS_018,Grade 8C,MATH,Mathematics,6,False
ASSIGN_392,TEACHER_196,Andrew Williams,CLASS_016,Grade 8A,SS,Social Studies,4,False
ASSIGN_393,TEACHER_197,Nancy Thomas,CLASS_019,Grade 8D,MATH,Mathematics,6,False
ASSIGN_394,TEACHER_197,Nancy Thomas,CLASS_046,Grade 12C,CS,Computer Science,4,True
ASSIGN_395,TEACHER_198,Andrew Anderson,CLASS_005,Grade 6E,CS,Computer Science,4,True
ASSIGN_396,TEACHER_198,Andrew Anderson,CLASS_029,Grade 9G,HIN,Hindi,4,False
ASSIGN_397,TEACHER_199,Donna Walker,CLASS_018,Grade 8C,CS,Computer Science,4,True
ASSIGN_398,TEACHER_199,Donna Walker,CLASS_016,Grade 8A,FR,French,3,False
ASSIGN_399,TEACHER_200,Ruth Torres,CLASS_041,Grade 11E,CS,Computer Science,4,True
ASSIGN_400,TEACHER_200,Ruth Torres,CLASS_032,Grade 10C,SCI,Science,6,True
